excelRow,status,qid,subject,topic,subtopic,selectedCode,selectedPath,confidence,source,score,margin,note
"2528","CR-300","19692","Criminal Law","Property Crimes","Other Crimes","73030100","Crimes against Property > Larceny","high","phrase_rule","45","0","Matched from QBank metadata using explicit legal phrase rule."
"2529","CR-451","18456","Criminal Law","Property Crimes","Other Crimes","73030200","Crimes against Property > Larceny by trick","high","phrase_rule","48","0","Matched from QBank metadata using explicit legal phrase rule."
"2530","CR-459","17332","Criminal Law","Property Crimes","Other Crimes","73031000","Crimes against Property > Burglary","high","phrase_rule","47","4","Matched from QBank metadata using explicit legal phrase rule."
"2531","CR-060","18400","Criminal Law","Property Crimes","Other Crimes","73030400","Crimes against Property > Robbery","high","phrase_rule","45","2","Matched from QBank metadata using explicit legal phrase rule."
"2532","CR-456","18500","Criminal Law","Property Crimes","Other Crimes","73030400","Crimes against Property > Robbery","high","phrase_rule","47","2","Matched from QBank metadata using explicit legal phrase rule."
"2533","CR-464","18174","Criminal Law","Property Crimes","Other Crimes","73030801","Crimes against Property > Possession offenses > Receipt of stolen property","review","score","43","0","Subject-filtered score is plausible but close; review recommended."
"2534","CR-457","17187","Criminal Law","Property Crimes","Other Crimes","73031000","Crimes against Property > Burglary","high","phrase_rule","47","4","Matched from QBank metadata using explicit legal phrase rule."
"2535","CR-296","20595","Criminal Law","Property Crimes","Other Crimes","73030300","Crimes against Property > False pretenses","high","phrase_rule","50","7","Matched from QBank metadata using explicit legal phrase rule."
"2536","CR-295","17823","Criminal Law","Property Crimes","Other Crimes","73030200","Crimes against Property > Larceny by trick","high","phrase_rule","48","0","Matched from QBank metadata using explicit legal phrase rule."
"2537","CR-286","17205","Criminal Law","Property Crimes","Other Crimes","73030100","Crimes against Property > Larceny","high","phrase_rule","48","0","Matched from QBank metadata using explicit legal phrase rule."
"2538","CR-299","20031","Criminal Law","Property Crimes","Other Crimes","73030100","Crimes against Property > Larceny","high","phrase_rule","45","0","Matched from QBank metadata using explicit legal phrase rule."
"2539","CR-290","17538","Criminal Law","Property Crimes","Other Crimes","73030100","Crimes against Property > Larceny","high","phrase_rule","45","0","Matched from QBank metadata using explicit legal phrase rule."
"2540","CR-449","19261","Criminal Law","Property Crimes","Other Crimes","73030500","Crimes against Property > Embezzlement","high","phrase_rule","48","0","Matched from QBank metadata using explicit legal phrase rule."
"2541","CR-291","21168","Criminal Law","Property Crimes","Other Crimes","73030100","Crimes against Property > Larceny","high","phrase_rule","45","0","Matched from QBank metadata using explicit legal phrase rule."
"2542","CR-450","21410","Criminal Law","Property Crimes","Other Crimes","73030300","Crimes against Property > False pretenses","high","phrase_rule","50","7","Matched from QBank metadata using explicit legal phrase rule."
"2543","CR-448","21105","Criminal Law","Property Crimes","Other Crimes","73030100","Crimes against Property > Larceny","high","phrase_rule","45","0","Matched from QBank metadata using explicit legal phrase rule."
"2544","CR-453","21037","Criminal Law","Property Crimes","Other Crimes","73030801","Crimes against Property > Possession offenses > Receipt of stolen property","high","score","49","6","Matched from QBank metadata/status tokens with subject-filtered score."
"2545","CR-461","17883","Criminal Law","Property Crimes","Other Crimes","73030900","Crimes against Property > Arson","high","phrase_rule","45","2","Matched from QBank metadata using explicit legal phrase rule."
"2546","CR-452","17893","Criminal Law","Property Crimes","Other Crimes","73030801","Crimes against Property > Possession offenses > Receipt of stolen property","review","score","46","3","Subject-filtered score is plausible but close; review recommended."
"2547","CR-056","18550","Criminal Law","Property Crimes","Other Crimes","73030200","Crimes against Property > Larceny by trick","high","phrase_rule","50","2","Matched from QBank metadata using explicit legal phrase rule."
"2548","CR-051","21357","Criminal Law","Property Crimes","Other Crimes","73030100","Crimes against Property > Larceny","high","phrase_rule","48","0","Matched from QBank metadata using explicit legal phrase rule."
"2549","Q-Q-15233","17518","Torts","Torts","Other Torts","62050101","Other Torts > Nuisance > Public","review","score","57","0","Subject-filtered score is plausible but close; review recommended."
"2550","Q-Q-15230","17532","Torts","Torts","Other Torts","62050101","Other Torts > Nuisance > Public","review","score","57","0","Subject-filtered score is plausible but close; review recommended."
"2551","Q-15235","17593","Torts","Torts","Other Torts","62050401","Other Torts > Defamation, Privacy, and Reputation Torts > Defamation","high","phrase_rule","62","0","Matched from QBank metadata using explicit legal phrase rule."
"2552","Q-15216","17820","Torts","Torts","Other Torts","62050401","Other Torts > Defamation, Privacy, and Reputation Torts > Defamation","high","phrase_rule","62","0","Matched from QBank metadata using explicit legal phrase rule."
"2553","Q-15223","18556","Torts","Torts","Other Torts","62050300","Other Torts > Economic Torts","high","phrase_rule","62","0","Matched from QBank metadata using explicit legal phrase rule."
"2554","Q-Q-15220","18702","Torts","Torts","Other Torts","62050100","Other Torts > Nuisance","high","phrase_rule","62","0","Matched from QBank metadata using explicit legal phrase rule."
"2555","Q-Q-15215","19130","Torts","Torts","Other Torts","62050402","Other Torts > Defamation, Privacy, and Reputation Torts > Invasion of privacy","high","phrase_rule","60","0","Matched from QBank metadata using explicit legal phrase rule."
"2556","Q-Q-15231","19138","Torts","Torts","Other Torts","61020500","Negligence > Damages","high","phrase_rule","67","0","Matched from QBank metadata using explicit legal phrase rule."
"2557","Q-Q-15221","19140","Torts","Torts","Other Torts","62050101","Other Torts > Nuisance > Public","review","score","57","0","Subject-filtered score is plausible but close; review recommended."
"2558","Q-Q-15227","20132","Torts","Torts","Other Torts","62050100","Other Torts > Nuisance","high","phrase_rule","62","0","Matched from QBank metadata using explicit legal phrase rule."
"2559","Q-Q-15217","20504","Torts","Torts","Other Torts","61020500","Negligence > Damages","high","phrase_rule","60","3","Matched from QBank metadata using explicit legal phrase rule."
"2560","Q-Q-15224","20544","Torts","Torts","Other Torts","62050100","Other Torts > Nuisance","high","phrase_rule","62","0","Matched from QBank metadata using explicit legal phrase rule."
"2561","Q-15218","21119","Torts","Torts","Other Torts","61020500","Negligence > Damages","high","phrase_rule","62","0","Matched from QBank metadata using explicit legal phrase rule."
"2562","Q-Q-15228","21252","Torts","Torts","Other Torts","61020500","Negligence > Damages","high","phrase_rule","57","0","Matched from QBank metadata using explicit legal phrase rule."
"2563","Q-Q-15232","21647","Torts","Torts","Other Torts","62050401","Other Torts > Defamation, Privacy, and Reputation Torts > Defamation","high","phrase_rule","62","0","Matched from QBank metadata using explicit legal phrase rule."
"2564","CP-117","20998","Civil Procedure","Erie Doctrine and Choice of Law","Outcome Determination and Twin Aims","96060100","State Law Applied in Federal Courts > Erie Doctrine","review","score","29","5","Subject-filtered score is plausible but close; review recommended."
"2565","CP-118","21485","Civil Procedure","Erie Doctrine and Choice of Law","Outcome Determination vs Federal Interest","96060100","State Law Applied in Federal Courts > Erie Doctrine","high","score","37","5","Matched from QBank metadata/status tokens with subject-filtered score."
"2566","CL-300","17477","Constitutional Law","First Amendment - Freedom of Speech","Overbreadth","44040502","Individual Rights > First Amendment Protections > Freedom of speech and expression","high","phrase_rule","36","3","Matched from QBank metadata using explicit legal phrase rule."
"2567","TR-398","17675","Torts","Negligence causation","Palsgraf problem","61020102","Negligence > Duty > Foreseeable plaintiffs","high","phrase_rule","40","0","Matched from QBank metadata using explicit legal phrase rule."
"2568","TR-397","21870","Torts","Negligence causation","Palsgraf problem","61020402","Negligence > Causation > Proximate (legal) cause","high","phrase_rule","48","5","Matched from QBank metadata using explicit legal phrase rule."
"2569","CL-391","17758","Constitutional Law","Separation of Powers","Pardon power","42010206","Separation of Powers > Executive Branch > Pardon","high","phrase_rule","55","0","Matched from QBank metadata using explicit legal phrase rule."
